party,group_type,group,vote_share_weighted_valid,survey_year,survey_quarter,sample_confidence,n_valid_vote_unweighted,include_in_time_trend
Ελληνική Λύση,previous_vote_party,other_party,1.278,2018,Q3,high,313,True
ΚΚΕ,previous_vote_party,other_party,2.8754,2018,Q3,high,313,True
ΜέΡΑ25,previous_vote_party,other_party,2.2364,2018,Q3,high,313,True
ΝΔ,previous_vote_party,other_party,18.5304,2018,Q3,high,313,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,other_party,18.5304,2018,Q3,high,313,True
Πλεύση Ελευθερίας,previous_vote_party,other_party,3.1949,2018,Q3,high,313,True
Ποτάμι,previous_vote_party,other_party,0.3195,2018,Q3,high,313,True
ΣΥΡΙΖΑ,previous_vote_party,other_party,25.2396,2018,Q3,high,313,True
Χρυσή Αυγή,previous_vote_party,other_party,1.5974,2018,Q3,high,313,True
other_party,previous_vote_party,Ένωση Κεντρώων,29.6296,2018,Q3,low,27,True
Ένωση Κεντρώων,previous_vote_party,Ένωση Κεντρώων,11.1111,2018,Q3,low,27,True
Ελληνική Λύση,previous_vote_party,Ένωση Κεντρώων,7.4074,2018,Q3,low,27,True
ΚΚΕ,previous_vote_party,Ένωση Κεντρώων,3.7037,2018,Q3,low,27,True
ΝΔ,previous_vote_party,Ένωση Κεντρώων,29.6296,2018,Q3,low,27,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,Ένωση Κεντρώων,3.7037,2018,Q3,low,27,True
ΣΥΡΙΖΑ,previous_vote_party,Ένωση Κεντρώων,3.7037,2018,Q3,low,27,True
Χρυσή Αυγή,previous_vote_party,Ένωση Κεντρώων,11.1111,2018,Q3,low,27,True
other_party,previous_vote_party,ΑΝΕΛ,20.0,2018,Q3,low,45,True
Ένωση Κεντρώων,previous_vote_party,ΑΝΕΛ,2.2222,2018,Q3,low,45,True
ΑΝΕΛ,previous_vote_party,ΑΝΕΛ,15.5556,2018,Q3,low,45,True
Ελληνική Λύση,previous_vote_party,ΑΝΕΛ,17.7778,2018,Q3,low,45,True
ΜέΡΑ25,previous_vote_party,ΑΝΕΛ,2.2222,2018,Q3,low,45,True
ΝΔ,previous_vote_party,ΑΝΕΛ,17.7778,2018,Q3,low,45,True
ΣΥΡΙΖΑ,previous_vote_party,ΑΝΕΛ,13.3333,2018,Q3,low,45,True
Χρυσή Αυγή,previous_vote_party,ΑΝΕΛ,11.1111,2018,Q3,low,45,True
ΚΚΕ,previous_vote_party,ΚΚΕ,65.9091,2018,Q3,low,44,True
ΜέΡΑ25,previous_vote_party,ΚΚΕ,2.2727,2018,Q3,low,44,True
ΝΔ,previous_vote_party,ΚΚΕ,6.8182,2018,Q3,low,44,True
Πλεύση Ελευθερίας,previous_vote_party,ΚΚΕ,2.2727,2018,Q3,low,44,True
Ποτάμι,previous_vote_party,ΚΚΕ,2.2727,2018,Q3,low,44,True
ΣΥΡΙΖΑ,previous_vote_party,ΚΚΕ,20.4545,2018,Q3,low,44,True
other_party,previous_vote_party,ΝΔ,4.329,2018,Q3,medium,231,True
Ένωση Κεντρώων,previous_vote_party,ΝΔ,0.8658,2018,Q3,medium,231,True
ΑΝΕΛ,previous_vote_party,ΝΔ,0.4329,2018,Q3,medium,231,True
Ελληνική Λύση,previous_vote_party,ΝΔ,0.4329,2018,Q3,medium,231,True
ΝΔ,previous_vote_party,ΝΔ,73.1602,2018,Q3,medium,231,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΝΔ,1.2987,2018,Q3,medium,231,True
Ποτάμι,previous_vote_party,ΝΔ,0.4329,2018,Q3,medium,231,True
ΣΥΡΙΖΑ,previous_vote_party,ΝΔ,15.1515,2018,Q3,medium,231,True
Χρυσή Αυγή,previous_vote_party,ΝΔ,3.8961,2018,Q3,medium,231,True
other_party,previous_vote_party,Ποτάμι,10.2041,2018,Q3,low,49,True
Ένωση Κεντρώων,previous_vote_party,Ποτάμι,2.0408,2018,Q3,low,49,True
Ελληνική Λύση,previous_vote_party,Ποτάμι,2.0408,2018,Q3,low,49,True
ΚΚΕ,previous_vote_party,Ποτάμι,4.0816,2018,Q3,low,49,True
ΝΔ,previous_vote_party,Ποτάμι,42.8571,2018,Q3,low,49,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,Ποτάμι,10.2041,2018,Q3,low,49,True
Ποτάμι,previous_vote_party,Ποτάμι,8.1633,2018,Q3,low,49,True
ΣΥΡΙΖΑ,previous_vote_party,Ποτάμι,18.3673,2018,Q3,low,49,True
Χρυσή Αυγή,previous_vote_party,Ποτάμι,2.0408,2018,Q3,low,49,True
other_party,previous_vote_party,ΣΥΡΙΖΑ,3.4816,2018,Q3,high,517,True
Ένωση Κεντρώων,previous_vote_party,ΣΥΡΙΖΑ,0.3868,2018,Q3,high,517,True
ΑΝΕΛ,previous_vote_party,ΣΥΡΙΖΑ,0.1934,2018,Q3,high,517,True
Ελληνική Λύση,previous_vote_party,ΣΥΡΙΖΑ,1.5474,2018,Q3,high,517,True
ΚΚΕ,previous_vote_party,ΣΥΡΙΖΑ,2.1277,2018,Q3,high,517,True
ΜέΡΑ25,previous_vote_party,ΣΥΡΙΖΑ,1.1605,2018,Q3,high,517,True
ΝΔ,previous_vote_party,ΣΥΡΙΖΑ,7.5435,2018,Q3,high,517,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΣΥΡΙΖΑ,4.0619,2018,Q3,high,517,True
Πλεύση Ελευθερίας,previous_vote_party,ΣΥΡΙΖΑ,0.5803,2018,Q3,high,517,True
ΣΥΡΙΖΑ,previous_vote_party,ΣΥΡΙΖΑ,75.6286,2018,Q3,high,517,True
Χρυσή Αυγή,previous_vote_party,ΣΥΡΙΖΑ,3.2882,2018,Q3,high,517,True
other_party,previous_vote_party,Χρυσή Αυγή,1.4925,2018,Q3,low,67,True
Ελληνική Λύση,previous_vote_party,Χρυσή Αυγή,5.9701,2018,Q3,low,67,True
ΝΔ,previous_vote_party,Χρυσή Αυγή,11.9403,2018,Q3,low,67,True
ΣΥΡΙΖΑ,previous_vote_party,Χρυσή Αυγή,2.9851,2018,Q3,low,67,True
Χρυσή Αυγή,previous_vote_party,Χρυσή Αυγή,77.6119,2018,Q3,low,67,True
Ελληνική Λύση,region_group,01,20.0,2018,Q3,low,5,True
ΝΔ,region_group,01,20.0,2018,Q3,low,5,True
Πλεύση Ελευθερίας,region_group,01,20.0,2018,Q3,low,5,True
