party,group_type,group,vote_share_weighted_valid,survey_year,survey_quarter,sample_confidence,n_valid_vote_unweighted,include_in_time_trend
ΚΚΕ,region_group,Στερεά Ελλάδα,18.07,,unknown,low,70,False
ΜέΡΑ25,region_group,Στερεά Ελλάδα,1.6249,,unknown,low,70,False
ΝΔ,region_group,Στερεά Ελλάδα,29.5381,,unknown,low,70,False
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Στερεά Ελλάδα,14.5303,,unknown,low,70,False
ΣΥΡΙΖΑ,region_group,Στερεά Ελλάδα,29.7241,,unknown,low,70,False
other_party,gender,female,4.7529,2022,Q4,high,612,True
Ελληνική Λύση,gender,female,2.5586,2022,Q4,high,612,True
ΚΚΕ,gender,female,7.3759,2022,Q4,high,612,True
ΜέΡΑ25,gender,female,2.6084,2022,Q4,high,612,True
ΝΔ,gender,female,39.7093,2022,Q4,high,612,True
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,female,12.578,2022,Q4,high,612,True
Πλεύση Ελευθερίας,gender,female,0.5578,2022,Q4,high,612,True
ΣΥΡΙΖΑ,gender,female,27.6009,2022,Q4,high,612,True
Χρυσή Αυγή,gender,female,2.2583,2022,Q4,high,612,True
other_party,gender,male,5.9983,2022,Q4,high,1151,True
Ελληνική Λύση,gender,male,3.9158,2022,Q4,high,1151,True
ΚΚΕ,gender,male,5.9115,2022,Q4,high,1151,True
ΜέΡΑ25,gender,male,4.4538,2022,Q4,high,1151,True
ΝΔ,gender,male,36.6399,2022,Q4,high,1151,True
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,male,13.461,2022,Q4,high,1151,True
Πλεύση Ελευθερίας,gender,male,0.5939,2022,Q4,high,1151,True
ΣΥΡΙΖΑ,gender,male,27.6084,2022,Q4,high,1151,True
Χρυσή Αυγή,gender,male,1.4174,2022,Q4,high,1151,True
other_party,age_group,18-24,8.1455,2022,Q4,medium,126,True
Ελληνική Λύση,age_group,18-24,1.7362,2022,Q4,medium,126,True
ΚΚΕ,age_group,18-24,4.2584,2022,Q4,medium,126,True
ΜέΡΑ25,age_group,18-24,2.9657,2022,Q4,medium,126,True
ΝΔ,age_group,18-24,23.4308,2022,Q4,medium,126,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,18-24,24.984,2022,Q4,medium,126,True
Πλεύση Ελευθερίας,age_group,18-24,1.4154,2022,Q4,medium,126,True
ΣΥΡΙΖΑ,age_group,18-24,26.9662,2022,Q4,medium,126,True
Χρυσή Αυγή,age_group,18-24,6.098,2022,Q4,medium,126,True
other_party,age_group,25-39,7.3629,2022,Q4,high,414,True
Ελληνική Λύση,age_group,25-39,2.3186,2022,Q4,high,414,True
ΚΚΕ,age_group,25-39,10.1392,2022,Q4,high,414,True
ΜέΡΑ25,age_group,25-39,5.9996,2022,Q4,high,414,True
ΝΔ,age_group,25-39,27.8149,2022,Q4,high,414,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,25-39,13.2675,2022,Q4,high,414,True
Πλεύση Ελευθερίας,age_group,25-39,0.8096,2022,Q4,high,414,True
ΣΥΡΙΖΑ,age_group,25-39,29.2493,2022,Q4,high,414,True
Χρυσή Αυγή,age_group,25-39,3.0384,2022,Q4,high,414,True
other_party,age_group,40-54,8.2236,2022,Q4,high,745,True
Ελληνική Λύση,age_group,40-54,3.0265,2022,Q4,high,745,True
ΚΚΕ,age_group,40-54,7.508,2022,Q4,high,745,True
ΜέΡΑ25,age_group,40-54,2.3824,2022,Q4,high,745,True
ΝΔ,age_group,40-54,37.0429,2022,Q4,high,745,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,40-54,12.0264,2022,Q4,high,745,True
Πλεύση Ελευθερίας,age_group,40-54,0.2786,2022,Q4,high,745,True
ΣΥΡΙΖΑ,age_group,40-54,28.4874,2022,Q4,high,745,True
Χρυσή Αυγή,age_group,40-54,1.0242,2022,Q4,high,745,True
other_party,age_group,55+,2.3406,2022,Q4,high,478,True
Ελληνική Λύση,age_group,55+,4.088,2022,Q4,high,478,True
ΚΚΕ,age_group,55+,4.8807,2022,Q4,high,478,True
ΜέΡΑ25,age_group,55+,3.4024,2022,Q4,high,478,True
ΝΔ,age_group,55+,45.5162,2022,Q4,high,478,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,55+,11.6924,2022,Q4,high,478,True
Πλεύση Ελευθερίας,age_group,55+,0.533,2022,Q4,high,478,True
ΣΥΡΙΖΑ,age_group,55+,26.437,2022,Q4,high,478,True
Χρυσή Αυγή,age_group,55+,1.1097,2022,Q4,high,478,True
other_party,education_group,high_education,4.873,2022,Q4,high,1144,True
Ελληνική Λύση,education_group,high_education,2.3056,2022,Q4,high,1144,True
ΚΚΕ,education_group,high_education,7.1473,2022,Q4,high,1144,True
ΜέΡΑ25,education_group,high_education,4.3423,2022,Q4,high,1144,True
ΝΔ,education_group,high_education,37.4419,2022,Q4,high,1144,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,high_education,12.4179,2022,Q4,high,1144,True
Πλεύση Ελευθερίας,education_group,high_education,0.5469,2022,Q4,high,1144,True
ΣΥΡΙΖΑ,education_group,high_education,30.6246,2022,Q4,high,1144,True
Χρυσή Αυγή,education_group,high_education,0.3005,2022,Q4,high,1144,True
other_party,education_group,low_education,3.7706,2022,Q4,low,58,True
Ελληνική Λύση,education_group,low_education,8.8199,2022,Q4,low,58,True
ΚΚΕ,education_group,low_education,1.8347,2022,Q4,low,58,True
ΜέΡΑ25,education_group,low_education,1.2502,2022,Q4,low,58,True
ΝΔ,education_group,low_education,45.6463,2022,Q4,low,58,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,low_education,12.3802,2022,Q4,low,58,True
ΣΥΡΙΖΑ,education_group,low_education,16.341,2022,Q4,low,58,True
Χρυσή Αυγή,education_group,low_education,9.9571,2022,Q4,low,58,True
other_party,education_group,medium_education,6.8823,2022,Q4,high,546,True
Ελληνική Λύση,education_group,medium_education,4.5905,2022,Q4,high,546,True
ΚΚΕ,education_group,medium_education,6.2644,2022,Q4,high,546,True
ΜέΡΑ25,education_group,medium_education,2.433,2022,Q4,high,546,True
ΝΔ,education_group,medium_education,38.3957,2022,Q4,high,546,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,medium_education,13.5644,2022,Q4,high,546,True
Πλεύση Ελευθερίας,education_group,medium_education,0.7331,2022,Q4,high,546,True
ΣΥΡΙΖΑ,education_group,medium_education,23.3815,2022,Q4,high,546,True
Χρυσή Αυγή,education_group,medium_education,3.7551,2022,Q4,high,546,True
ΚΚΕ,education_group,Δεν γνωρίζω/Δεν απαντώ,2.0378,2022,Q4,low,15,True
ΝΔ,education_group,Δεν γνωρίζω/Δεν απαντώ,37.7776,2022,Q4,low,15,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,Δεν γνωρίζω/Δεν απαντώ,45.0529,2022,Q4,low,15,True
ΣΥΡΙΖΑ,education_group,Δεν γνωρίζω/Δεν απαντώ,11.2947,2022,Q4,low,15,True
Χρυσή Αυγή,education_group,Δεν γνωρίζω/Δεν απαντώ,3.837,2022,Q4,low,15,True
other_party,occupation_group,homemaker,4.0177,2022,Q4,low,32,True
Ελληνική Λύση,occupation_group,homemaker,4.4453,2022,Q4,low,32,True
ΚΚΕ,occupation_group,homemaker,2.366,2022,Q4,low,32,True
ΝΔ,occupation_group,homemaker,43.3464,2022,Q4,low,32,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,homemaker,18.5956,2022,Q4,low,32,True
Πλεύση Ελευθερίας,occupation_group,homemaker,1.3644,2022,Q4,low,32,True
ΣΥΡΙΖΑ,occupation_group,homemaker,25.8645,2022,Q4,low,32,True
other_party,occupation_group,private_sector,7.1309,2022,Q4,high,555,True
Ελληνική Λύση,occupation_group,private_sector,3.3026,2022,Q4,high,555,True
ΚΚΕ,occupation_group,private_sector,9.7697,2022,Q4,high,555,True
ΜέΡΑ25,occupation_group,private_sector,3.0612,2022,Q4,high,555,True
ΝΔ,occupation_group,private_sector,31.1338,2022,Q4,high,555,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,private_sector,14.1317,2022,Q4,high,555,True
Πλεύση Ελευθερίας,occupation_group,private_sector,0.5467,2022,Q4,high,555,True
ΣΥΡΙΖΑ,occupation_group,private_sector,29.4284,2022,Q4,high,555,True
Χρυσή Αυγή,occupation_group,private_sector,1.4949,2022,Q4,high,555,True
other_party,occupation_group,public_sector,9.7363,2022,Q4,medium,262,True
Ελληνική Λύση,occupation_group,public_sector,0.9284,2022,Q4,medium,262,True
ΚΚΕ,occupation_group,public_sector,4.8359,2022,Q4,medium,262,True
ΜέΡΑ25,occupation_group,public_sector,1.7289,2022,Q4,medium,262,True
ΝΔ,occupation_group,public_sector,32.4546,2022,Q4,medium,262,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,public_sector,14.3356,2022,Q4,medium,262,True
Πλεύση Ελευθερίας,occupation_group,public_sector,0.3938,2022,Q4,medium,262,True
ΣΥΡΙΖΑ,occupation_group,public_sector,35.3188,2022,Q4,medium,262,True
Χρυσή Αυγή,occupation_group,public_sector,0.2677,2022,Q4,medium,262,True
other_party,occupation_group,retired,1.4034,2022,Q4,medium,220,True
Ελληνική Λύση,occupation_group,retired,4.9653,2022,Q4,medium,220,True
ΚΚΕ,occupation_group,retired,5.656,2022,Q4,medium,220,True
ΜέΡΑ25,occupation_group,retired,5.0213,2022,Q4,medium,220,True
ΝΔ,occupation_group,retired,47.1758,2022,Q4,medium,220,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,retired,12.3056,2022,Q4,medium,220,True
Πλεύση Ελευθερίας,occupation_group,retired,0.6838,2022,Q4,medium,220,True
ΣΥΡΙΖΑ,occupation_group,retired,22.789,2022,Q4,medium,220,True
other_party,occupation_group,self_employed,5.2369,2022,Q4,high,425,True
Ελληνική Λύση,occupation_group,self_employed,2.725,2022,Q4,high,425,True
ΚΚΕ,occupation_group,self_employed,4.7713,2022,Q4,high,425,True
ΜέΡΑ25,occupation_group,self_employed,4.5406,2022,Q4,high,425,True
ΝΔ,occupation_group,self_employed,41.6582,2022,Q4,high,425,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,self_employed,8.3937,2022,Q4,high,425,True
Πλεύση Ελευθερίας,occupation_group,self_employed,0.4096,2022,Q4,high,425,True
ΣΥΡΙΖΑ,occupation_group,self_employed,29.3387,2022,Q4,high,425,True
Χρυσή Αυγή,occupation_group,self_employed,2.926,2022,Q4,high,425,True
other_party,occupation_group,student,8.5479,2022,Q4,low,88,True
Ελληνική Λύση,occupation_group,student,1.8791,2022,Q4,low,88,True
ΚΚΕ,occupation_group,student,10.5748,2022,Q4,low,88,True
ΜέΡΑ25,occupation_group,student,3.3558,2022,Q4,low,88,True
ΝΔ,occupation_group,student,23.5807,2022,Q4,low,88,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,student,19.9575,2022,Q4,low,88,True
Πλεύση Ελευθερίας,occupation_group,student,1.9721,2022,Q4,low,88,True
ΣΥΡΙΖΑ,occupation_group,student,23.7432,2022,Q4,low,88,True
Χρυσή Αυγή,occupation_group,student,6.3888,2022,Q4,low,88,True
other_party,occupation_group,unemployed,5.0411,2022,Q4,low,88,True
Ελληνική Λύση,occupation_group,unemployed,5.1012,2022,Q4,low,88,True
ΚΚΕ,occupation_group,unemployed,7.39,2022,Q4,low,88,True
ΜέΡΑ25,occupation_group,unemployed,1.6063,2022,Q4,low,88,True
ΝΔ,occupation_group,unemployed,32.6135,2022,Q4,low,88,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,unemployed,13.1064,2022,Q4,low,88,True
ΣΥΡΙΖΑ,occupation_group,unemployed,24.383,2022,Q4,low,88,True
Χρυσή Αυγή,occupation_group,unemployed,10.7585,2022,Q4,low,88,True
other_party,occupation_group,Αγρότης,9.1482,2022,Q4,low,41,True
ΚΚΕ,occupation_group,Αγρότης,5.3944,2022,Q4,low,41,True
ΜέΡΑ25,occupation_group,Αγρότης,1.1718,2022,Q4,low,41,True
ΝΔ,occupation_group,Αγρότης,34.7484,2022,Q4,low,41,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Αγρότης,25.5443,2022,Q4,low,41,True
ΣΥΡΙΖΑ,occupation_group,Αγρότης,23.993,2022,Q4,low,41,True
ΚΚΕ,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,14.5378,2022,Q4,low,12,True
ΜέΡΑ25,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,13.7178,2022,Q4,low,12,True
ΝΔ,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,63.7435,2022,Q4,low,12,True
ΣΥΡΙΖΑ,occupation_group,Βοηθός σε οικογενειακή επιχείρηση,8.0009,2022,Q4,low,12,True
other_party,occupation_group,Δεν απαντώ,2.0635,2022,Q4,low,29,True
Ελληνική Λύση,occupation_group,Δεν απαντώ,5.5954,2022,Q4,low,29,True
ΚΚΕ,occupation_group,Δεν απαντώ,2.0244,2022,Q4,low,29,True
ΜέΡΑ25,occupation_group,Δεν απαντώ,2.0049,2022,Q4,low,29,True
ΝΔ,occupation_group,Δεν απαντώ,29.6422,2022,Q4,low,29,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Δεν απαντώ,16.6401,2022,Q4,low,29,True
ΣΥΡΙΖΑ,occupation_group,Δεν απαντώ,38.7071,2022,Q4,low,29,True
Χρυσή Αυγή,occupation_group,Δεν απαντώ,3.3224,2022,Q4,low,29,True
other_party,occupation_group,Εισοδηματίας,10.7223,2022,Q4,low,11,True
ΚΚΕ,occupation_group,Εισοδηματίας,11.4461,2022,Q4,low,11,True
ΝΔ,occupation_group,Εισοδηματίας,59.2761,2022,Q4,low,11,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Εισοδηματίας,7.1689,2022,Q4,low,11,True
ΣΥΡΙΖΑ,occupation_group,Εισοδηματίας,8.1079,2022,Q4,low,11,True
Χρυσή Αυγή,occupation_group,Εισοδηματίας,3.2787,2022,Q4,low,11,True
other_party,left_right_group,center,3.3086,2022,Q4,high,699,True
Ελληνική Λύση,left_right_group,center,1.6673,2022,Q4,high,699,True
ΚΚΕ,left_right_group,center,2.5079,2022,Q4,high,699,True
ΜέΡΑ25,left_right_group,center,2.0673,2022,Q4,high,699,True
ΝΔ,left_right_group,center,40.8893,2022,Q4,high,699,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,center,21.0674,2022,Q4,high,699,True
Πλεύση Ελευθερίας,left_right_group,center,0.6139,2022,Q4,high,699,True
ΣΥΡΙΖΑ,left_right_group,center,27.1462,2022,Q4,high,699,True
Χρυσή Αυγή,left_right_group,center,0.7322,2022,Q4,high,699,True
other_party,left_right_group,left,4.7648,2022,Q4,medium,249,True
ΚΚΕ,left_right_group,left,20.0374,2022,Q4,medium,249,True
ΜέΡΑ25,left_right_group,left,7.0287,2022,Q4,medium,249,True
ΝΔ,left_right_group,left,0.1139,2022,Q4,medium,249,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,left,8.7877,2022,Q4,medium,249,True
Πλεύση Ελευθερίας,left_right_group,left,0.1105,2022,Q4,medium,249,True
ΣΥΡΙΖΑ,left_right_group,left,59.157,2022,Q4,medium,249,True
other_party,left_right_group,right,7.5899,2022,Q4,high,815,True
Ελληνική Λύση,left_right_group,right,5.9705,2022,Q4,high,815,True
ΚΚΕ,left_right_group,right,5.422,2022,Q4,high,815,True
ΜέΡΑ25,left_right_group,right,3.7058,2022,Q4,high,815,True
ΝΔ,left_right_group,right,49.5503,2022,Q4,high,815,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,right,7.2,2022,Q4,high,815,True
Πλεύση Ελευθερίας,left_right_group,right,0.715,2022,Q4,high,815,True
ΣΥΡΙΖΑ,left_right_group,right,16.3594,2022,Q4,high,815,True
Χρυσή Αυγή,left_right_group,right,3.4871,2022,Q4,high,815,True
other_party,previous_vote_party,other_party,28.8016,2022,Q4,medium,199,True
Ελληνική Λύση,previous_vote_party,other_party,1.9441,2022,Q4,medium,199,True
ΚΚΕ,previous_vote_party,other_party,7.316,2022,Q4,medium,199,True
ΜέΡΑ25,previous_vote_party,other_party,1.835,2022,Q4,medium,199,True
ΝΔ,previous_vote_party,other_party,20.9819,2022,Q4,medium,199,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,other_party,19.7954,2022,Q4,medium,199,True
Πλεύση Ελευθερίας,previous_vote_party,other_party,0.8938,2022,Q4,medium,199,True
ΣΥΡΙΖΑ,previous_vote_party,other_party,17.1647,2022,Q4,medium,199,True
Χρυσή Αυγή,previous_vote_party,other_party,1.2675,2022,Q4,medium,199,True
other_party,previous_vote_party,Ένωση Κεντρώων,29.4537,2022,Q4,low,12,True
ΜέΡΑ25,previous_vote_party,Ένωση Κεντρώων,20.753,2022,Q4,low,12,True
ΝΔ,previous_vote_party,Ένωση Κεντρώων,11.5644,2022,Q4,low,12,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,Ένωση Κεντρώων,20.9121,2022,Q4,low,12,True
ΣΥΡΙΖΑ,previous_vote_party,Ένωση Κεντρώων,9.1155,2022,Q4,low,12,True
Χρυσή Αυγή,previous_vote_party,Ένωση Κεντρώων,8.2013,2022,Q4,low,12,True
other_party,previous_vote_party,Ελληνική Λύση,2.1094,2022,Q4,low,25,True
Ελληνική Λύση,previous_vote_party,Ελληνική Λύση,73.7689,2022,Q4,low,25,True
ΝΔ,previous_vote_party,Ελληνική Λύση,15.9928,2022,Q4,low,25,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,Ελληνική Λύση,2.07,2022,Q4,low,25,True
ΣΥΡΙΖΑ,previous_vote_party,Ελληνική Λύση,2.6753,2022,Q4,low,25,True
Χρυσή Αυγή,previous_vote_party,Ελληνική Λύση,3.3836,2022,Q4,low,25,True
ΚΚΕ,previous_vote_party,ΚΚΕ,88.6601,2022,Q4,medium,106,True
ΜέΡΑ25,previous_vote_party,ΚΚΕ,3.6294,2022,Q4,medium,106,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΚΚΕ,4.2437,2022,Q4,medium,106,True
ΣΥΡΙΖΑ,previous_vote_party,ΚΚΕ,3.4668,2022,Q4,medium,106,True
other_party,previous_vote_party,ΜέΡΑ25,2.4791,2022,Q4,low,68,True
Ελληνική Λύση,previous_vote_party,ΜέΡΑ25,1.0503,2022,Q4,low,68,True
ΚΚΕ,previous_vote_party,ΜέΡΑ25,0.8279,2022,Q4,low,68,True
ΜέΡΑ25,previous_vote_party,ΜέΡΑ25,65.7783,2022,Q4,low,68,True
ΝΔ,previous_vote_party,ΜέΡΑ25,5.1692,2022,Q4,low,68,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΜέΡΑ25,5.3772,2022,Q4,low,68,True
ΣΥΡΙΖΑ,previous_vote_party,ΜέΡΑ25,9.6777,2022,Q4,low,68,True
Χρυσή Αυγή,previous_vote_party,ΜέΡΑ25,9.6403,2022,Q4,low,68,True
other_party,previous_vote_party,ΝΔ,2.3245,2022,Q4,high,773,True
Ελληνική Λύση,previous_vote_party,ΝΔ,1.4078,2022,Q4,high,773,True
ΚΚΕ,previous_vote_party,ΝΔ,0.1431,2022,Q4,high,773,True
ΜέΡΑ25,previous_vote_party,ΝΔ,1.3189,2022,Q4,high,773,True
ΝΔ,previous_vote_party,ΝΔ,85.9534,2022,Q4,high,773,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΝΔ,4.4827,2022,Q4,high,773,True
Πλεύση Ελευθερίας,previous_vote_party,ΝΔ,0.3162,2022,Q4,high,773,True
ΣΥΡΙΖΑ,previous_vote_party,ΝΔ,3.7338,2022,Q4,high,773,True
Χρυσή Αυγή,previous_vote_party,ΝΔ,0.3196,2022,Q4,high,773,True
other_party,previous_vote_party,ΠΑΣΟΚ/ΚΙΝΑΛ,0.7619,2022,Q4,medium,134,True
Ελληνική Λύση,previous_vote_party,ΠΑΣΟΚ/ΚΙΝΑΛ,1.2893,2022,Q4,medium,134,True
ΚΚΕ,previous_vote_party,ΠΑΣΟΚ/ΚΙΝΑΛ,0.3379,2022,Q4,medium,134,True
ΜέΡΑ25,previous_vote_party,ΠΑΣΟΚ/ΚΙΝΑΛ,0.5016,2022,Q4,medium,134,True
ΝΔ,previous_vote_party,ΠΑΣΟΚ/ΚΙΝΑΛ,24.0639,2022,Q4,medium,134,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΠΑΣΟΚ/ΚΙΝΑΛ,68.0982,2022,Q4,medium,134,True
ΣΥΡΙΖΑ,previous_vote_party,ΠΑΣΟΚ/ΚΙΝΑΛ,4.9473,2022,Q4,medium,134,True
Ελληνική Λύση,previous_vote_party,Πλεύση Ελευθερίας,6.2923,2022,Q4,low,11,True
ΜέΡΑ25,previous_vote_party,Πλεύση Ελευθερίας,2.9563,2022,Q4,low,11,True
ΝΔ,previous_vote_party,Πλεύση Ελευθερίας,35.0428,2022,Q4,low,11,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,Πλεύση Ελευθερίας,9.0572,2022,Q4,low,11,True
Πλεύση Ελευθερίας,previous_vote_party,Πλεύση Ελευθερίας,36.1503,2022,Q4,low,11,True
ΣΥΡΙΖΑ,previous_vote_party,Πλεύση Ελευθερίας,10.5011,2022,Q4,low,11,True
other_party,previous_vote_party,ΣΥΡΙΖΑ,1.4664,2022,Q4,high,362,True
Ελληνική Λύση,previous_vote_party,ΣΥΡΙΖΑ,0.3146,2022,Q4,high,362,True
ΚΚΕ,previous_vote_party,ΣΥΡΙΖΑ,3.4038,2022,Q4,high,362,True
ΜέΡΑ25,previous_vote_party,ΣΥΡΙΖΑ,2.7183,2022,Q4,high,362,True
ΝΔ,previous_vote_party,ΣΥΡΙΖΑ,6.3373,2022,Q4,high,362,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΣΥΡΙΖΑ,8.3584,2022,Q4,high,362,True
ΣΥΡΙΖΑ,previous_vote_party,ΣΥΡΙΖΑ,77.0808,2022,Q4,high,362,True
Χρυσή Αυγή,previous_vote_party,ΣΥΡΙΖΑ,0.3203,2022,Q4,high,362,True
other_party,previous_vote_party,Χρυσή Αυγή,5.7852,2022,Q4,low,23,True
ΝΔ,previous_vote_party,Χρυσή Αυγή,6.0633,2022,Q4,low,23,True
Πλεύση Ελευθερίας,previous_vote_party,Χρυσή Αυγή,4.6332,2022,Q4,low,23,True
Χρυσή Αυγή,previous_vote_party,Χρυσή Αυγή,83.5183,2022,Q4,low,23,True
other_party,region_group,Ήπειρος,5.9246,2022,Q4,low,51,True
ΚΚΕ,region_group,Ήπειρος,6.0193,2022,Q4,low,51,True
ΜέΡΑ25,region_group,Ήπειρος,0.9103,2022,Q4,low,51,True
ΝΔ,region_group,Ήπειρος,26.4761,2022,Q4,low,51,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Ήπειρος,11.5683,2022,Q4,low,51,True
ΣΥΡΙΖΑ,region_group,Ήπειρος,46.8488,2022,Q4,low,51,True
Χρυσή Αυγή,region_group,Ήπειρος,2.2527,2022,Q4,low,51,True
other_party,region_group,Ανατολική Μακεδονία Θράκη,6.9367,2022,Q4,low,69,True
ΚΚΕ,region_group,Ανατολική Μακεδονία Θράκη,1.3539,2022,Q4,low,69,True
ΜέΡΑ25,region_group,Ανατολική Μακεδονία Θράκη,2.8082,2022,Q4,low,69,True
ΝΔ,region_group,Ανατολική Μακεδονία Θράκη,46.2694,2022,Q4,low,69,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Ανατολική Μακεδονία Θράκη,18.9227,2022,Q4,low,69,True
ΣΥΡΙΖΑ,region_group,Ανατολική Μακεδονία Θράκη,18.9535,2022,Q4,low,69,True
Χρυσή Αυγή,region_group,Ανατολική Μακεδονία Θράκη,4.7555,2022,Q4,low,69,True
other_party,region_group,Αττική,4.7745,2022,Q4,high,749,True
Ελληνική Λύση,region_group,Αττική,3.7775,2022,Q4,high,749,True
ΚΚΕ,region_group,Αττική,9.6735,2022,Q4,high,749,True
ΜέΡΑ25,region_group,Αττική,2.3069,2022,Q4,high,749,True
ΝΔ,region_group,Αττική,38.9458,2022,Q4,high,749,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Αττική,8.2138,2022,Q4,high,749,True
Πλεύση Ελευθερίας,region_group,Αττική,0.8134,2022,Q4,high,749,True
ΣΥΡΙΖΑ,region_group,Αττική,29.9563,2022,Q4,high,749,True
Χρυσή Αυγή,region_group,Αττική,1.5385,2022,Q4,high,749,True
other_party,region_group,Βόρειο Αιγαίο,2.7655,2022,Q4,low,34,True
Ελληνική Λύση,region_group,Βόρειο Αιγαίο,2.4879,2022,Q4,low,34,True
ΚΚΕ,region_group,Βόρειο Αιγαίο,17.0632,2022,Q4,low,34,True
ΜέΡΑ25,region_group,Βόρειο Αιγαίο,1.9567,2022,Q4,low,34,True
ΝΔ,region_group,Βόρειο Αιγαίο,44.547,2022,Q4,low,34,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Βόρειο Αιγαίο,9.7418,2022,Q4,low,34,True
ΣΥΡΙΖΑ,region_group,Βόρειο Αιγαίο,21.4379,2022,Q4,low,34,True
Ελληνική Λύση,region_group,Δεν γνωρίζω/ Δεν απαντώ,46.2466,2022,Q4,low,7,True
ΚΚΕ,region_group,Δεν γνωρίζω/ Δεν απαντώ,19.0785,2022,Q4,low,7,True
ΝΔ,region_group,Δεν γνωρίζω/ Δεν απαντώ,12.9314,2022,Q4,low,7,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Δεν γνωρίζω/ Δεν απαντώ,16.3297,2022,Q4,low,7,True
ΣΥΡΙΖΑ,region_group,Δεν γνωρίζω/ Δεν απαντώ,5.4139,2022,Q4,low,7,True
other_party,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",7.3151,2022,Q4,low,83,True
Ελληνική Λύση,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",0.8089,2022,Q4,low,83,True
ΚΚΕ,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",3.5818,2022,Q4,low,83,True
ΜέΡΑ25,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",7.1374,2022,Q4,low,83,True
ΝΔ,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",28.1257,2022,Q4,low,83,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",21.4833,2022,Q4,low,83,True
ΣΥΡΙΖΑ,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",30.8389,2022,Q4,low,83,True
Χρυσή Αυγή,region_group,"Δυτική Ελλάδα (Αιτωλο-ακαρνανία, Ηλεία, Αχαΐα)",0.7089,2022,Q4,low,83,True
other_party,region_group,Δυτική Μακεδονία,6.7945,2022,Q4,low,43,True
ΝΔ,region_group,Δυτική Μακεδονία,43.8117,2022,Q4,low,43,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,Δυτική Μακεδονία,16.6162,2022,Q4,low,43,True
Πλεύση Ελευθερίας,region_group,Δυτική Μακεδονία,5.1184,2022,Q4,low,43,True
